common_material_id,common_code,common_description,material_family,material_type,material_grade,nominal_size,pressure_rating,standard_spec,unit_of_measure,consolidated_attributes,cpse_coverage,member_count,governance_status,group_confidence,group_identity_hash,approved_by,approved_at,approval_rationale
CMM-FASTNR-7AC8DE-001,CMM-FASTNR-7AC8DE-001,FASTENER | BOLT | SS 316 | M12 X 50 | DIN 931,FASTENER,BOLT,SS 316,M12 X 50,,DIN 931,KG,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""FASTENER"", ""material_grade"": ""SS 316"", ""material_subtype"": ""HEX"", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M12 X 50"", ""specification"": ""DIN 931"", ""standard"": """", ""unit"": ""KG""}",Coal India,1,STANDALONE_CANDIDATE,1.0,7ac8def7c5894eff5acb25dcd2b386afc7a0301a2b51f4841860a1ff5cbfc9c8,,,
CMM-FASTNR-7B5EA4-001,CMM-FASTNR-7B5EA4-001,FASTENER | MANGANESE STEEL | M24 X 100 | IS 4772,FASTENER,,MANGANESE STEEL,M24 X 100,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""MANGANESE STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M24 X 100"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",NMDC,1,STANDALONE_CANDIDATE,1.0,7b5ea4e8c2bd28ce3247073eae558cb6c2a26518895d7d80b729796b53450cff,,,
CMM-FASTNR-7DFD49-001,CMM-FASTNR-7DFD49-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,7dfd49949342cd09adde8de20a3961fe971d218bb75886924a137099b2516458,,,
CMM-FASTNR-7E743D-001,CMM-FASTNR-7E743D-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,7e743d281446a819dd5e49c1e594aeddbfeb83e9319fe634cb45cd2892ce3f65,,,
CMM-FASTNR-7E8976-001,CMM-FASTNR-7E8976-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,7e89764fbdc952b50afb0868148e4d148e57c46ec12879d72c63e2be8226ccca,,,
CMM-FASTNR-805C80-001,CMM-FASTNR-805C80-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,805c8007ac80d6ad6177f19d8003ccd7d71fd42cf9ca082ffe218fded907ba8a,,,
CMM-FASTNR-80EC9A-001,CMM-FASTNR-80EC9A-001,FASTENER | MANGANESE STEEL | M24 X 100 | IS 4772,FASTENER,,MANGANESE STEEL,M24 X 100,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""MANGANESE STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M24 X 100"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",NMDC,1,STANDALONE_CANDIDATE,1.0,80ec9ad3c23067090893ee2f86b6e65423f1faf560383da858d8be78e21cd511,,,
CMM-FASTNR-867DA9-001,CMM-FASTNR-867DA9-001,FASTENER | MANGANESE STEEL | M24 X 100 | IS 4772,FASTENER,,MANGANESE STEEL,M24 X 100,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""MANGANESE STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M24 X 100"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",NMDC,1,STANDALONE_CANDIDATE,1.0,867da9d5623fce52de2761abd8a0ece368906b202639d765d29c104481106d0c,,,
CMM-FASTNR-874628-001,CMM-FASTNR-874628-001,FASTENER | BOLT | GRADE 8.8 | M20 X 80 | IS 1367,FASTENER,BOLT,GRADE 8.8,M20 X 80,,IS 1367,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE 8.8"", ""material_subtype"": """", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20 X 80"", ""specification"": ""IS 1367"", ""standard"": ""IS 1367"", ""unit"": ""NOS""}",SAIL,1,STANDALONE_CANDIDATE,1.0,874628cf9d60e8ddbbeeb859df52e959de6be9d028aea5ce8147c599fb1ee908,,,
CMM-FASTNR-87EE42-001,CMM-FASTNR-87EE42-001,FASTENER | BOLT | GRADE B7 | M10 X 40 | IS 1367,FASTENER,BOLT,GRADE B7,M10 X 40,,IS 1367,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE B7"", ""material_subtype"": """", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M10 X 40"", ""specification"": ""IS 1367"", ""standard"": ""IS 1367"", ""unit"": ""NOS""}",NMDC;ONGC,2,VERIFIED_HARMONIZED,1.0,87ee42e85bf126aae6fbf705d5d17bdace84311fa5d7575c3c9e165599a06e95,,,
CMM-FASTNR-88E4CA-001,CMM-FASTNR-88E4CA-001,FASTENER | NUT | GRADE 8.8 | M10 X 40 | IS 1367,FASTENER,NUT,GRADE 8.8,M10 X 40,,IS 1367,KG,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE 8.8"", ""material_subtype"": ""HEX"", ""material_type"": ""NUT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M10 X 40"", ""specification"": ""IS 1367"", ""standard"": ""IS 1367"", ""unit"": ""KG""}",ONGC,1,STANDALONE_CANDIDATE,1.0,88e4ca07ce64cff3c24792d9edcf61889b6bbec147c8e8e5866a203e45cbaed8,,,
CMM-FASTNR-8AAAB9-001,CMM-FASTNR-8AAAB9-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,8aaab9d4c1bc47e23f20b830844f04c8673fb00ff0bd0828227c4a92627e2ed4,,,
CMM-FASTNR-8BF2FF-001,CMM-FASTNR-8BF2FF-001,FASTENER | MANGANESE STEEL | M24 X 100 | IS 4772,FASTENER,,MANGANESE STEEL,M24 X 100,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""MANGANESE STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M24 X 100"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",NMDC,1,STANDALONE_CANDIDATE,1.0,8bf2ff08e2ace1cf219332247670cbf4a8d14c51105f5df31ba85774f0f82134,,,
CMM-FASTNR-8FB594-001,CMM-FASTNR-8FB594-001,FASTENER | BOLT | ALLOY STEEL | M16 X 65 | ASTM A193,FASTENER,BOLT,ALLOY STEEL,M16 X 65,,ASTM A193,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""ALLOY STEEL"", ""material_subtype"": """", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M16 X 65"", ""specification"": ""ASTM A193"", ""standard"": ""ASTM A193"", ""unit"": ""NOS""}",Coal India;IOCL,2,VERIFIED_HARMONIZED,1.0,8fb5943536004a5f8223d8a7240c69f4cc4b97833b8976de5cae0c864845ff69,,,
CMM-FASTNR-90BA4C-001,CMM-FASTNR-90BA4C-001,FASTENER | BOLT | ALLOY STEEL | M20 X 80 | ASTM A193,FASTENER,BOLT,ALLOY STEEL,M20 X 80,,ASTM A193,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""ALLOY STEEL"", ""material_subtype"": """", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20 X 80"", ""specification"": ""ASTM A193"", ""standard"": ""ASTM A193"", ""unit"": ""NOS""}",NMDC,1,STANDALONE_CANDIDATE,1.0,90ba4cbb69b3e4a2eb3416c3e80d17197e1ec041b4c812e6edad6bec1bb53fb5,,,
CMM-FASTNR-912BFD-001,CMM-FASTNR-912BFD-001,FASTENER | BOLT | GRADE 10.9 | M16 X 65 | ASME B18.2,FASTENER,BOLT,GRADE 10.9,M16 X 65,,ASME B18.2,UNRESOLVED_CONFLICT (KG vs NOS),"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE 10.9"", ""material_subtype"": ""HEX"", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M16 X 65"", ""specification"": ""ASME B18.2.1"", ""standard"": ""ASME B18.2"", ""unit"": ""UNRESOLVED_CONFLICT (KG vs NOS)""}",Coal India;HPCL,2,AMBIGUOUS_REVIEW_REQUIRED,0.7,912bfd69d8c947906a27e720ac227c1a994116a2a956020968fd68bb4dd5e7f3,,,
CMM-FASTNR-92FC46-001,CMM-FASTNR-92FC46-001,FASTENER | BOLT | GRADE 8.8 | M10 X 40 | ASME B18.2,FASTENER,BOLT,GRADE 8.8,M10 X 40,,ASME B18.2,KG,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE 8.8"", ""material_subtype"": ""HEX"", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M10 X 40"", ""specification"": ""ASME B18.2.1"", ""standard"": ""ASME B18.2"", ""unit"": ""KG""}",ONGC,1,STANDALONE_CANDIDATE,1.0,92fc463a50f667409ffe2bd1379f811cd4111cfadba6e916ac2541e20fa33b74,,,
CMM-FASTNR-93C14A-001,CMM-FASTNR-93C14A-001,FASTENER | SS 316 | M24 X 100 | ASTM A193,FASTENER,,SS 316,M24 X 100,,ASTM A193,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""STAINLESS STEEL"", ""material_family"": ""FASTENER"", ""material_grade"": ""SS 316"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M24 X 100"", ""specification"": ""ASTM A193"", ""standard"": ""ASTM A193"", ""unit"": ""NOS""}",ONGC,1,STANDALONE_CANDIDATE,1.0,93c14a3acb542a46a099efd17bff773799f590db537f2df156269f84e50961b6,,,
CMM-FASTNR-93E627-001,CMM-FASTNR-93E627-001,FASTENER | MANGANESE STEEL | M24 X 100 | IS 4772,FASTENER,,MANGANESE STEEL,M24 X 100,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""MANGANESE STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M24 X 100"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",NMDC,1,STANDALONE_CANDIDATE,1.0,93e627d59f97dc78ccb91489edc5a8e637733bd5957118237d0236ffacf0569e,,,
CMM-FASTNR-964AC9-001,CMM-FASTNR-964AC9-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,964ac9bc36f74818ba5f3b11c80f37a60daf965164b82bbc4dcf86666a6b3cf8,,,
CMM-FASTNR-9B1B0A-001,CMM-FASTNR-9B1B0A-001,FASTENER | BOLT | GRADE B7 | M24 X 100 | ASME B18.2,FASTENER,BOLT,GRADE B7,M24 X 100,,ASME B18.2,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE B7"", ""material_subtype"": """", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M24 X 100"", ""specification"": ""ASME B18.2.1"", ""standard"": ""ASME B18.2"", ""unit"": ""NOS""}",IOCL;NMDC,2,VERIFIED_HARMONIZED,1.0,9b1b0aaae07b1e206fb085192efb76eac253c4d73ad259e0272f6238725ad1be,,,
CMM-FASTNR-9D9AC4-001,CMM-FASTNR-9D9AC4-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,9d9ac46141643cad63eb03773fbb5808cae501b606158137e23c3fcbee3d88c3,,,
CMM-FASTNR-9F40C9-001,CMM-FASTNR-9F40C9-001,FASTENER | NUT | GRADE 8.8 | M16 X 65 | ASTM A193,FASTENER,NUT,GRADE 8.8,M16 X 65,,ASTM A193,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE 8.8"", ""material_subtype"": ""HEX"", ""material_type"": ""NUT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M16 X 65"", ""specification"": ""ASTM A193"", ""standard"": ""ASTM A193"", ""unit"": ""NOS""}",NMDC,1,STANDALONE_CANDIDATE,1.0,9f40c9a745342a172b99851ed8621209527bdb8708ca2fa709b239ac3794120d,,,
CMM-FASTNR-A037B5-001,CMM-FASTNR-A037B5-001,FASTENER | BOLT | ALLOY STEEL | M24 X 100 | DIN 931,FASTENER,BOLT,ALLOY STEEL,M24 X 100,,DIN 931,KG,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""ALLOY STEEL"", ""material_subtype"": """", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M24 X 100"", ""specification"": ""DIN 931"", ""standard"": """", ""unit"": ""KG""}",NTPC,1,STANDALONE_CANDIDATE,1.0,a037b5518af1ef9ace93e81d30a02772a442292569dcef3d4685cf1230ec3d40,,,
CMM-FASTNR-A1A35C-001,CMM-FASTNR-A1A35C-001,FASTENER | BOLT | GRADE B7 | M10 X 40 | ASTM A193,FASTENER,BOLT,GRADE B7,M10 X 40,,ASTM A193,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE B7"", ""material_subtype"": """", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M10 X 40"", ""specification"": ""ASTM A193"", ""standard"": ""ASTM A193"", ""unit"": ""NOS""}",BHEL;NMDC,2,VERIFIED_HARMONIZED,1.0,a1a35ce5a1fa847244c12fcb310d0d72dffc7810aa6f497060fa9027a196339b,,,
CMM-FASTNR-A2AB0B-001,CMM-FASTNR-A2AB0B-001,FASTENER | CARBON STEEL | M16 X 65 | DIN 931,FASTENER,,CARBON STEEL,M16 X 65,,DIN 931,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""FASTENER"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M16 X 65"", ""specification"": ""DIN 931"", ""standard"": """", ""unit"": ""NOS""}",BHEL;Coal India;HPCL;NTPC;SAIL,5,VERIFIED_HARMONIZED,1.0,a2ab0b23b6e46499f270fff0d0b5658de4a61300623037beb35a9d23961b1981,,,
CMM-FASTNR-A59C6C-001,CMM-FASTNR-A59C6C-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,a59c6c2e7099987bb87f12e708457a7e22cea9f279c5eb926fe8c8bcd030ffd0,,,
CMM-FASTNR-A72A9B-001,CMM-FASTNR-A72A9B-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,a72a9bfcd83b6573ca061daf0f2829ccc44d13e5dadc3c14ee3ef135b063ba06,,,
CMM-FASTNR-A82C5B-001,CMM-FASTNR-A82C5B-001,FASTENER | GRADE B7 | M10 X 40 | IS 1367,FASTENER,,GRADE B7,M10 X 40,,IS 1367,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE B7"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M10 X 40"", ""specification"": ""IS 1367"", ""standard"": ""IS 1367"", ""unit"": ""NOS""}",Coal India;HPCL;NMDC;NTPC;ONGC;SAIL,8,AMBIGUOUS_REVIEW_REQUIRED,1.0,a82c5b6ef4a0cfa8d3e2b7a3b0cd0a35ae6d43846646899d3736666edc9e9d8f,,,
CMM-FASTNR-AB8D46-001,CMM-FASTNR-AB8D46-001,FASTENER | MANGANESE STEEL | M24 X 100 | IS 4772,FASTENER,,MANGANESE STEEL,M24 X 100,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""MANGANESE STEEL"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M24 X 100"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",NMDC,1,STANDALONE_CANDIDATE,1.0,ab8d4637caf8473cc338c58f11abebd25ac916fae6d373b0760b33cf99657752,,,
CMM-FASTNR-ABBB06-001,CMM-FASTNR-ABBB06-001,FASTENER | TUNGSTEN CARBIDE | M20 | IS 4772,FASTENER,,TUNGSTEN CARBIDE,M20,,IS 4772,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""TUNGSTEN CARBIDE"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20"", ""specification"": ""IS 4772"", ""standard"": ""IS 4772"", ""unit"": ""NOS""}",Coal India,1,STANDALONE_CANDIDATE,1.0,abbb06e89b390ab42bec3e1bcbf3a8e24b764d5fe6f205ae647640d89ac8a612,,,
CMM-FASTNR-AE0702-001,CMM-FASTNR-AE0702-001,FASTENER | BOLT | GRADE B7 | M12 X 50 | IS 1367,FASTENER,BOLT,GRADE B7,M12 X 50,,IS 1367,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE B7"", ""material_subtype"": """", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M12 X 50"", ""specification"": ""IS 1367"", ""standard"": ""IS 1367"", ""unit"": ""NOS""}",BHEL;IOCL,2,VERIFIED_HARMONIZED,1.0,ae070252993fea017d63607847ddbb4a516c7cb0db5066ce4a61c518ccfa408b,,,
CMM-FASTNR-AE173B-001,CMM-FASTNR-AE173B-001,FASTENER | BOLT | GRADE 10.9 | M10 X 40 | ASME B18.2,FASTENER,BOLT,GRADE 10.9,M10 X 40,,ASME B18.2,KG,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE 10.9"", ""material_subtype"": """", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M10 X 40"", ""specification"": ""ASME B18.2.1"", ""standard"": ""ASME B18.2"", ""unit"": ""KG""}",SAIL,1,STANDALONE_CANDIDATE,1.0,ae173b1d50c3d9127e20d5bcfc91166bba0a9f0df3910059d4412e26ceec4b74,,,
CMM-FASTNR-AE7085-001,CMM-FASTNR-AE7085-001,FASTENER | GRADE 8.8 | M16 X 65 | DIN 931,FASTENER,,GRADE 8.8,M16 X 65,,DIN 931,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE 8.8"", ""material_subtype"": """", ""material_type"": """", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M16 X 65"", ""specification"": ""DIN 931"", ""standard"": """", ""unit"": ""NOS""}",SAIL,1,STANDALONE_CANDIDATE,1.0,ae708517b6c886cd31e0288a72bd478a11b9df85f092a1eb3b5d925d17133d1f,,,
CMM-FASTNR-B017A6-001,CMM-FASTNR-B017A6-001,FASTENER | NUT | CARBON STEEL | M20 X 80 | ASME B18.2,FASTENER,NUT,CARBON STEEL,M20 X 80,,ASME B18.2,KG,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": ""CARBON STEEL"", ""material_family"": ""FASTENER"", ""material_grade"": ""CARBON STEEL"", ""material_subtype"": ""HEX"", ""material_type"": ""NUT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M20 X 80"", ""specification"": ""ASME B18.2.1"", ""standard"": ""ASME B18.2"", ""unit"": ""KG""}",BHEL;Coal India;NTPC;ONGC,4,VERIFIED_HARMONIZED,1.0,b017a661fca8678012af8bf06c19c128080d13028fb380ca9e8b9ba93dd09db4,,,
CMM-FASTNR-B0430D-001,CMM-FASTNR-B0430D-001,FASTENER | BOLT | GRADE 10.9 | M10 X 40 | IS 1367,FASTENER,BOLT,GRADE 10.9,M10 X 40,,IS 1367,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE 10.9"", ""material_subtype"": """", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M10 X 40"", ""specification"": ""IS 1367"", ""standard"": ""IS 1367"", ""unit"": ""NOS""}",NTPC,1,STANDALONE_CANDIDATE,1.0,b0430db72109cf71f28ca723ae3175a5fe85777ab7b6be2cdc69d2875348b3eb,,,
CMM-FASTNR-B1846A-001,CMM-FASTNR-B1846A-001,FASTENER | BOLT | GRADE 8.8 | M10 X 40 | IS 1367,FASTENER,BOLT,GRADE 8.8,M10 X 40,,IS 1367,NOS,"{""connection_type"": """", ""construction"": """", ""end_type"": """", ""material"": """", ""material_family"": ""FASTENER"", ""material_grade"": ""GRADE 8.8"", ""material_subtype"": ""HEX"", ""material_type"": ""BOLT"", ""nominal_size"": """", ""orientation"": """", ""pressure_class"": """", ""rating"": """", ""size"": ""M10 X 40"", ""specification"": ""IS 1367"", ""standard"": ""IS 1367"", ""unit"": ""NOS""}",BHEL;HPCL,2,VERIFIED_HARMONIZED,1.0,b1846ac6a86f6b06c6b24a2aa460dfef0175ce05ed61132720e39cfc9518cfa5,,,
